instance,algo,run_id,angle,wind,source
506_e-02,moead,0,210.000000000000,11.000000000000,sampled_tnw
506_e-02,moead,1,120.000000000000,9.000000000000,sampled_tnw
506_e-02,moead,2,330.000000000000,5.000000000000,sampled_tnw
506_e-02,moead,3,120.000000000000,13.000000000000,sampled_tnw
506_e-02,moead,4,330.000000000000,11.000000000000,sampled_tnw
506_e-02,moead,5,90.000000000000,17.000000000000,sampled_tnw
506_e-02,moead,6,240.000000000000,19.000000000000,sampled_tnw
506_e-02,moead,7,330.000000000000,9.000000000000,sampled_tnw
506_e-02,moead,8,210.000000000000,9.000000000000,sampled_tnw
506_e-02,moead,9,120.000000000000,13.000000000000,sampled_tnw
506_e-02,moead,10,300.000000000000,13.000000000000,sampled_tnw
506_e-02,moead,11,150.000000000000,9.000000000000,sampled_tnw
506_e-02,moead,12,150.000000000000,5.000000000000,sampled_tnw
506_e-02,moead,13,60.000000000000,7.000000000000,sampled_tnw
506_e-02,moead,14,330.000000000000,7.000000000000,sampled_tnw
506_e-02,moead,15,90.000000000000,7.000000000000,sampled_tnw
506_e-02,moead,16,240.000000000000,5.000000000000,sampled_tnw
506_e-02,moead,17,330.000000000000,5.000000000000,sampled_tnw
506_e-02,moead,18,300.000000000000,1.000000000000,sampled_tnw
506_e-02,moead,19,180.000000000000,7.000000000000,sampled_tnw
506_e-02,nsga2,0,30.000000000000,7.000000000000,sampled_tnw
506_e-02,nsga2,1,240.000000000000,7.000000000000,sampled_tnw
506_e-02,nsga2,2,300.000000000000,7.000000000000,sampled_tnw
506_e-02,nsga2,3,60.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,4,300.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,5,240.000000000000,13.000000000000,sampled_tnw
506_e-02,nsga2,6,300.000000000000,11.000000000000,sampled_tnw
506_e-02,nsga2,7,240.000000000000,11.000000000000,sampled_tnw
506_e-02,nsga2,8,240.000000000000,5.000000000000,sampled_tnw
506_e-02,nsga2,9,210.000000000000,11.000000000000,sampled_tnw
506_e-02,nsga2,10,240.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,11,300.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,12,300.000000000000,5.000000000000,sampled_tnw
506_e-02,nsga2,13,240.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,14,90.000000000000,9.000000000000,sampled_tnw
506_e-02,nsga2,15,30.000000000000,5.000000000000,sampled_tnw
506_e-02,nsga2,16,300.000000000000,11.000000000000,sampled_tnw
506_e-02,nsga2,17,120.000000000000,15.000000000000,sampled_tnw
506_e-02,nsga2,18,210.000000000000,15.000000000000,sampled_tnw
506_e-02,nsga2,19,30.000000000000,3.000000000000,sampled_tnw
507_e-03,moead,0,240.000000000000,11.000000000000,sampled_tnw
507_e-03,moead,1,150.000000000000,5.000000000000,sampled_tnw
507_e-03,moead,2,180.000000000000,13.000000000000,sampled_tnw
507_e-03,moead,3,270.000000000000,9.000000000000,sampled_tnw
507_e-03,moead,4,60.000000000000,5.000000000000,sampled_tnw
507_e-03,moead,5,270.000000000000,9.000000000000,sampled_tnw
507_e-03,moead,6,210.000000000000,13.000000000000,sampled_tnw
507_e-03,moead,7,270.000000000000,11.000000000000,sampled_tnw
507_e-03,moead,8,60.000000000000,7.000000000000,sampled_tnw
507_e-03,moead,9,120.000000000000,5.000000000000,sampled_tnw
507_e-03,moead,10,210.000000000000,15.000000000000,sampled_tnw
507_e-03,moead,11,330.000000000000,17.000000000000,sampled_tnw
507_e-03,moead,12,300.000000000000,7.000000000000,sampled_tnw
507_e-03,moead,13,120.000000000000,7.000000000000,sampled_tnw
507_e-03,moead,14,120.000000000000,7.000000000000,sampled_tnw
507_e-03,moead,15,60.000000000000,7.000000000000,sampled_tnw
507_e-03,moead,16,0.000000000000,13.000000000000,sampled_tnw
507_e-03,moead,17,210.000000000000,11.000000000000,sampled_tnw
507_e-03,moead,18,150.000000000000,9.000000000000,sampled_tnw
507_e-03,moead,19,270.000000000000,7.000000000000,sampled_tnw
507_e-03,nsga2,0,270.000000000000,17.000000000000,sampled_tnw
507_e-03,nsga2,1,240.000000000000,7.000000000000,sampled_tnw
507_e-03,nsga2,2,210.000000000000,13.000000000000,sampled_tnw
507_e-03,nsga2,3,180.000000000000,7.000000000000,sampled_tnw
507_e-03,nsga2,4,270.000000000000,5.000000000000,sampled_tnw
507_e-03,nsga2,5,270.000000000000,17.000000000000,sampled_tnw
507_e-03,nsga2,6,210.000000000000,13.000000000000,sampled_tnw
507_e-03,nsga2,7,90.000000000000,11.000000000000,sampled_tnw
507_e-03,nsga2,8,0.000000000000,13.000000000000,sampled_tnw
507_e-03,nsga2,9,90.000000000000,9.000000000000,sampled_tnw
507_e-03,nsga2,10,0.000000000000,9.000000000000,sampled_tnw
507_e-03,nsga2,11,30.000000000000,9.000000000000,sampled_tnw
507_e-03,nsga2,12,90.000000000000,7.000000000000,sampled_tnw
507_e-03,nsga2,13,270.000000000000,19.000000000000,sampled_tnw
507_e-03,nsga2,14,330.000000000000,11.000000000000,sampled_tnw
507_e-03,nsga2,15,60.000000000000,9.000000000000,sampled_tnw
507_e-03,nsga2,16,330.000000000000,9.000000000000,sampled_tnw
507_e-03,nsga2,17,30.000000000000,3.000000000000,sampled_tnw
507_e-03,nsga2,18,30.000000000000,15.000000000000,sampled_tnw
507_e-03,nsga2,19,300.000000000000,15.000000000000,sampled_tnw
508_e-04,moead,0,240.000000000000,15.000000000000,sampled_tnw
508_e-04,moead,1,270.000000000000,7.000000000000,sampled_tnw
508_e-04,moead,2,120.000000000000,17.000000000000,sampled_tnw
508_e-04,moead,3,150.000000000000,5.000000000000,sampled_tnw
508_e-04,moead,4,210.000000000000,17.000000000000,sampled_tnw
508_e-04,moead,5,90.000000000000,7.000000000000,sampled_tnw
508_e-04,moead,6,270.000000000000,13.000000000000,sampled_tnw
508_e-04,moead,7,270.000000000000,7.000000000000,sampled_tnw
508_e-04,moead,8,300.000000000000,11.000000000000,sampled_tnw
508_e-04,moead,9,90.000000000000,3.000000000000,sampled_tnw
508_e-04,moead,10,150.000000000000,15.000000000000,sampled_tnw
508_e-04,moead,11,240.000000000000,15.000000000000,sampled_tnw
508_e-04,moead,12,300.000000000000,13.000000000000,sampled_tnw
508_e-04,moead,13,90.000000000000,17.000000000000,sampled_tnw
508_e-04,moead,14,270.000000000000,11.000000000000,sampled_tnw
508_e-04,moead,15,270.000000000000,9.000000000000,sampled_tnw
508_e-04,moead,16,210.000000000000,5.000000000000,sampled_tnw
508_e-04,moead,17,180.000000000000,5.000000000000,sampled_tnw
508_e-04,moead,18,60.000000000000,9.000000000000,sampled_tnw
508_e-04,moead,19,210.000000000000,17.000000000000,sampled_tnw
508_e-04,nsga2,0,270.000000000000,19.000000000000,sampled_tnw
508_e-04,nsga2,1,90.000000000000,13.000000000000,sampled_tnw
508_e-04,nsga2,2,90.000000000000,5.000000000000,sampled_tnw
508_e-04,nsga2,3,150.000000000000,5.000000000000,sampled_tnw
508_e-04,nsga2,4,30.000000000000,1.000000000000,sampled_tnw
508_e-04,nsga2,5,90.000000000000,9.000000000000,sampled_tnw
508_e-04,nsga2,6,120.000000000000,7.000000000000,sampled_tnw
508_e-04,nsga2,7,210.000000000000,13.000000000000,sampled_tnw
508_e-04,nsga2,8,210.000000000000,13.000000000000,sampled_tnw
508_e-04,nsga2,9,0.000000000000,3.000000000000,sampled_tnw
508_e-04,nsga2,10,210.000000000000,9.000000000000,sampled_tnw
508_e-04,nsga2,11,270.000000000000,11.000000000000,sampled_tnw
508_e-04,nsga2,12,240.000000000000,11.000000000000,sampled_tnw
508_e-04,nsga2,13,300.000000000000,15.000000000000,sampled_tnw
508_e-04,nsga2,14,60.000000000000,23.000000000000,sampled_tnw
508_e-04,nsga2,15,90.000000000000,13.000000000000,sampled_tnw
508_e-04,nsga2,16,270.000000000000,3.000000000000,sampled_tnw
508_e-04,nsga2,17,210.000000000000,13.000000000000,sampled_tnw
508_e-04,nsga2,18,60.000000000000,11.000000000000,sampled_tnw
508_e-04,nsga2,19,90.000000000000,9.000000000000,sampled_tnw
509_e-05,moead,0,180.000000000000,15.000000000000,sampled_tnw
509_e-05,moead,1,330.000000000000,11.000000000000,sampled_tnw
509_e-05,moead,2,240.000000000000,7.000000000000,sampled_tnw
509_e-05,moead,3,270.000000000000,13.000000000000,sampled_tnw
509_e-05,moead,4,180.000000000000,9.000000000000,sampled_tnw
509_e-05,moead,5,300.000000000000,7.000000000000,sampled_tnw
509_e-05,moead,6,120.000000000000,13.000000000000,sampled_tnw
509_e-05,moead,7,330.000000000000,9.000000000000,sampled_tnw
509_e-05,moead,8,240.000000000000,17.000000000000,sampled_tnw
509_e-05,moead,9,270.000000000000,15.000000000000,sampled_tnw
509_e-05,moead,10,300.000000000000,11.000000000000,sampled_tnw
509_e-05,moead,11,240.000000000000,7.000000000000,sampled_tnw
509_e-05,moead,12,180.000000000000,13.000000000000,sampled_tnw
509_e-05,moead,13,150.000000000000,9.000000000000,sampled_tnw
509_e-05,moead,14,60.000000000000,11.000000000000,sampled_tnw
509_e-05,moead,15,210.000000000000,13.000000000000,sampled_tnw
509_e-05,moead,16,240.000000000000,9.000000000000,sampled_tnw
509_e-05,moead,17,150.000000000000,5.000000000000,sampled_tnw
509_e-05,moead,18,240.000000000000,15.000000000000,sampled_tnw
509_e-05,moead,19,60.000000000000,3.000000000000,sampled_tnw
509_e-05,nsga2,0,210.000000000000,7.000000000000,sampled_tnw
509_e-05,nsga2,1,0.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,2,30.000000000000,3.000000000000,sampled_tnw
509_e-05,nsga2,3,240.000000000000,3.000000000000,sampled_tnw
509_e-05,nsga2,4,90.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,5,300.000000000000,13.000000000000,sampled_tnw
509_e-05,nsga2,6,0.000000000000,7.000000000000,sampled_tnw
509_e-05,nsga2,7,270.000000000000,15.000000000000,sampled_tnw
509_e-05,nsga2,8,90.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,9,210.000000000000,17.000000000000,sampled_tnw
509_e-05,nsga2,10,90.000000000000,5.000000000000,sampled_tnw
509_e-05,nsga2,11,240.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,12,240.000000000000,15.000000000000,sampled_tnw
509_e-05,nsga2,13,60.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,14,30.000000000000,17.000000000000,sampled_tnw
509_e-05,nsga2,15,270.000000000000,9.000000000000,sampled_tnw
509_e-05,nsga2,16,150.000000000000,11.000000000000,sampled_tnw
509_e-05,nsga2,17,270.000000000000,3.000000000000,sampled_tnw
509_e-05,nsga2,18,240.000000000000,1.000000000000,sampled_tnw
509_e-05,nsga2,19,120.000000000000,5.000000000000,sampled_tnw
510_e-02,moead,0,270.000000000000,25.000000000000,sampled_tnw
510_e-02,moead,1,240.000000000000,15.000000000000,sampled_tnw
510_e-02,moead,2,300.000000000000,9.000000000000,sampled_tnw
510_e-02,moead,3,240.000000000000,7.000000000000,sampled_tnw
510_e-02,moead,4,300.000000000000,7.000000000000,sampled_tnw
510_e-02,moead,5,30.000000000000,5.000000000000,sampled_tnw
510_e-02,moead,6,240.000000000000,11.000000000000,sampled_tnw
510_e-02,moead,7,330.000000000000,19.000000000000,sampled_tnw
510_e-02,moead,8,300.000000000000,9.000000000000,sampled_tnw
510_e-02,moead,9,180.000000000000,3.000000000000,sampled_tnw
510_e-02,moead,10,180.000000000000,13.000000000000,sampled_tnw
510_e-02,moead,11,210.000000000000,15.000000000000,sampled_tnw
